,username,user_id,description,url_count,protected,followers_count,friends_count,user_created_at,user_favourites_count,utc_offset,geo_enabled,veified,user_statuses_count,contributors_enabled,translation_enabled,user_follows_me,user_is_friend
1064,solixbigdata,75217995,Leading #bigdata application provider for empowering data-driven enterprises. #DataLake #Analytics,1,False,2491,4171,2009,656,NA,False,False,4060,False,False,0,1
1065,AkashGovani,2248387758,Business Transformation | Product Management | Team Management | Blockchain | Analytics,1,False,141,142,2013,1083,NA,False,False,702,False,False,0,1
1066,chengbiny,18102641,"Work as IT Consultant on .NET and Database application development,",NA,False,26,164,2008,10,NA,False,False,31,False,False,0,1
1067,kurbanovrauf,487047023,Research Scientist,NA,False,81,586,2012,143,NA,False,False,22,False,False,0,1
1068,ImonBanerjee6,1112531488367534080,Instructor in Department of Radiology and Biomedical data science  @StanfordAIMI. Core expertise are #machinelearning #deeplearning and #NLP,NA,False,61,194,2019,28,NA,False,False,20,False,False,0,1
1069,The_AI_bot,983873918204178433,This account is a part of of a Project base based on AI and Deep Learning.,NA,False,8,6,2018,0,NA,False,False,67,False,False,0,1
1070,Digi_Maru,1108753084849815553,#Gaming |#BrandPromoter |#Tech & #Gadgets | #Photography | #Innovation #Geek |#Music |#DigitalMarketing|#DigitalArt|#Traveller,NA,False,179,998,2019,169,NA,False,False,311,False,False,0,1
1071,dshahid380,1113323772776374272,AI and Data Science Enthusiast | Full-stack Developer,NA,False,4,41,2019,8,NA,False,False,1,False,False,0,1
1072,NMZivkovic,3532617435,Team Lead | Software Developer | Data Scientist | Speaker | Author| Guitar Player | Rubik's Cube Solver | Freedom. Wisdom. Excellence. | https://t.co/KwdAPG8bJ0,1,False,743,600,2015,1376,NA,True,False,913,False,False,0,1
1073,barryscott22,14195426,"Instructional designer, learning management system specialist, educational technologist",NA,False,182,1160,2008,282,NA,False,False,65,False,False,0,1
1074,fgonzalezprada,1114220121483038721,Database | Analytics | Big Data | Microsoft Data Platform Consultant,1,False,6,78,2019,43,NA,False,False,17,False,False,0,1
1075,PaulKirkland87,119698324,"PhD student in Application of Neuromorphic Technology and Deep Learning. 
MEng Electrical and Mechanical Engineering
STEM Ambassador",NA,False,46,95,2010,136,NA,True,False,70,False,False,0,1
1076,AdamRubin15,1113829596703666177,A.I machine learning | Crypto Fanatic | Market analyst | https://t.co/FGwP9LvTVg Client Engagement and Portfolio Efficiency,NA,False,85,364,2019,21,NA,False,False,82,False,False,0,1
1077,Abhishek_kmr_00,1115480331820228609,"Software Engineer|BS-MS @IISc Bangalore | Software Engineer working in the semiconductors industry. Skilled in OpenMP, OpenMPI, Parallel Computing, HPC",1,False,9,162,2019,0,NA,False,False,1,False,False,0,1
1078,RoccoMeli,1432221878,Physics (@epfl) | Computational Chemistry (@uniofoxford) | Deep Learning for Drug Discovery (@ox_dtp) | GSoC 2019 (@gsoc),1,False,115,481,2013,239,NA,False,False,42,False,False,0,1
1079,big_datums,788391527256952832,"Helping people learn big data, machine learning, ai",1,False,47,147,2016,325,NA,False,False,244,False,False,0,1
1080,ninitronic,355588957,👩🏾‍🔬cognitive 🧠-scientist. perception & consciousness. #scicomm #maker #artist #parent. hypnosis and suggestion @UOSPsychology she/her 🌍🏳️‍🌈🇧🇬🇨🇦🇩🇪,1,False,316,1466,2011,456,NA,False,False,792,False,False,0,1
1081,okaycarr,918234392077709313,"Dataphile in #Ottawa interested in data-driven problem solving, equity. Find me at @uOttawa doing Proj Mgmt & Data Analyses for @ONS_EQO.
Tweets are my own",NA,False,65,546,2017,126,NA,True,False,68,False,False,0,1
1082,1Incubator,1054622237016260608,"101 Incubator helps create Sustainable Startups. 101 hosts the Clean Technology meetings in Thousand Oaks Ca, Register at https://t.co/X71oH3BwHa for updates",NA,False,144,819,2018,472,NA,False,False,192,False,False,0,1
1083,arashheidary94,1117997790939033601,"Researcher at Electronics Research Center (ERC) at IUST #MachineLearning, #DeepLearning, #AI, #Robotics, #EmbeddedSoftwareProgramming,  and #IoT are my passions",1,False,33,112,2019,74,NA,False,False,6,False,False,0,1
1084,engenhariatsp,1118006348099223553,Engenheiro de Software | Conservador | O resto fica a cargo do leitor,1,False,38,127,2019,2631,NA,False,False,216,False,False,1,1
1085,jadwis_slowik,803625099496562688,Software Engineer,1,False,6,131,2016,51,NA,False,False,11,False,False,0,1
1086,Deep_Learn_KS,1118515684600795136,Deep Learningを極める！ 　　　　　Kaggleに挑戦中！,NA,False,4,21,2019,6,NA,False,False,30,False,False,0,1
1087,joseph_chacko,152623330,whatever..curious physical creature.  #cobots are the future #ComputerVision #conversationalinterface #machinelearning & BTW places teams above self,1,False,923,483,2010,124,NA,False,False,484,False,False,0,1
1088,Abdus_Sahid26,963660959175925761,"Focused on Machine Learning, Deep Learning & Competitive Programming.Try to eXplorE something.",NA,False,7,137,2018,15,NA,False,False,3,False,False,0,1
1089,chqBYIOmA0SYl1F,1120293966069374977,30代前半2歳になる娘の父かつ機械学習エンジニアです。#G検定 合格応援サイト１日2回更新しています。 模試はこちら→ https://t.co/yhSgdbPQkL 書籍はこちら→ https://t.co/7b8ho351cr Deep Learning For Beginners → https://t.co/kqw89Go3KX,1,False,1068,4738,2019,406,NA,False,False,274,False,False,1,1
1090,GodwinE27631171,1102364113618026496,That tech guy,NA,False,3,51,2019,14,NA,False,False,10,False,False,0,1
1091,peeyushster,39933254,Human. Dreamer. Gadget freak. Traveler. Movie buff. Choc lover. Reader. Believer. @NYUDataScience,NA,False,235,133,2009,409,NA,False,False,1858,False,False,0,1
1092,dDataMarket,1121377161615740928,"The Data-as-a-Service platform for data and AI models. Our mission is to understand ourselves, through data.",1,False,7,118,2019,1,NA,False,False,2,False,False,0,1
1093,Brookszerro,936378129798574080,"The Believer, The Python Programmer, Deep Thinker 💥 Electrical Engineer, Mentee of Elon Musk 🚀.#✌",NA,False,98,397,2017,729,NA,False,False,165,False,False,1,1
1094,camilohe,69677821,"Problem solver, learner, developer, /[net|sys]admin/; from Cuba.",NA,False,366,4995,2009,1197,NA,False,False,2061,False,False,0,1
1095,kgavec,2899893185,Beginner Music Producer 🎧🎵 || Data Scientist in progress 📊📈|| 📷 photos || Kev S. S. 🐺🦈 ||  languages 🇩🇪🇫🇷🇯🇵 || 🗽🗼world 🕌🗿|| 🎮 games,NA,False,37,172,2014,313,NA,True,False,916,False,False,0,1
1096,GiorgioMondauto,3189746344,MSc In Statistics,1,False,120,349,2015,742,NA,False,False,298,False,False,0,1
1097,iamImzal,1023095515255394304,"Proud Muslim&Pakistani.

cricket &football lover.
I like politics. computer science student.",NA,False,387,451,2018,10326,NA,False,False,4125,False,False,0,1
1098,andreeadieaconu,164729077,@AdobeXD Software Engineer.  I am genuinely happy 🙃,1,False,18,26,2010,0,NA,False,False,113,False,False,0,1
1099,Nargol1999,2520232072,"College Student, Music Enthusiast, Computer Programmer, Math Lover, Nerd, Pianist (kinda).",NA,False,138,134,2014,4558,NA,False,False,475,False,False,0,1
1100,yuanzhuohao,256041441,Android developer and take deep dive into AI.,NA,False,49,282,2011,4440,NA,True,False,15,False,False,0,1
1101,SMayerbvs,2729941521,MS #CS #tech #dev #iOS #tvOS #nodejs #python #AI #machineLearning Founder & Lead Engineer,NA,False,3209,3131,2014,2808,NA,False,False,2418,False,False,0,1
1102,touya_huji,125689190,職種：デジタルの最前線 、略歴：体育会系の頂点の代理店から移籍したファームを卒業予定。兼、Student of Stanford school of engineering,1,False,1931,1103,2010,446,NA,False,False,12491,False,False,0,1
1103,stonebraker74,2686972390,"Rt.Defense Engineer supports strong defense, affordable education, universal healthcare, and a living wage for a strong, sustainable USA. ✝️.",NA,False,512,1106,2014,2808,NA,True,False,10371,False,False,0,1
1104,Emanuel79135596,1125048518622830593,I love DataScience,NA,False,1,11,2019,0,NA,False,False,1,False,False,0,1
1105,rajeebjoshi1,294662987,"Apple(iOS)Developer, Now moving towards Data Science,ML & AI/love Python,R Programming Languages/ Tennis 🎾/ Proud Indian  🇮🇳/ Nationalist /
💯% follow back ✌",NA,False,622,1755,2011,97696,NA,False,False,37184,False,False,0,1
1106,CaitoAi,1125968021875351557,CAITO is a Cognitive AI Platform featuring the enhancement and insights from 'unstructured' data. Get ahead with the advanced features cognitive AI offers.,NA,False,2,33,2019,1,NA,False,False,1,False,False,0,1
1107,S_M_Usama,1270017458,A Muslim Pakistani 🇵🇰 | An Electrical⚡ Engineer| NUSTian | UETian | Faisalabadi 🗼| Raipuri | Roshan Pakistan 🇵🇰| I want to add value in my life; not just years!,NA,False,221,595,2013,2894,NA,True,False,283,False,False,0,1
1108,YcWang24,1126191720633212928,Computer Science Ph.D Student. interest in AI & Cyberspace Security & Deep learning & Adversarial Examples,NA,False,15,115,2019,8,NA,False,False,16,False,False,0,1
1109,Ahmed_Solehri,3097337444,"software engineer | python 💓
Mesut Ozil ⚽ Barca 💙",NA,False,20,101,2015,110,NA,True,False,47,False,False,0,1
1110,BAKHTI_Yassine_,1048553227061551104,"machine learning, artificial intelligence and the connected IOE will soon automate and make our world a thing of the past.Being part of this new era is an honor",NA,False,67,628,2018,277,NA,False,False,90,False,False,0,1
1111,BenjaminEngelm3,1126556873287786496,Computer Science Student. Currently pursuing a master in AI at VUB,NA,False,3,38,2019,1,NA,False,False,1,False,False,0,1
1112,Dr2RAI,141653817,"30 years since my first AI project and now ""AI is eating Software"" - love to work @SoftwareAG, in #AI, in High Tech.",1,False,10,42,2010,11,NA,False,False,6,False,False,0,1
1113,TantiHoreram,1120283704503480320,"Interested in learning SEO, Blogging, Writing, Internet Marketing, Wordpress, Blogspot, and many more things.",NA,False,129,286,2019,456,NA,False,False,266,False,False,0,1
1114,Meninshine,916869093453475840,"Businessman, administrator and organizer in warehousing/logistics/supply-chain",NA,False,21,401,2017,399,NA,False,False,137,False,False,0,1
1115,VivekGu35758557,1127412176522596352,"Analytics Expert in Improving Organisational Performance. PhD, Fellow IIM Ahmedabad. Coach Ridge Robotics",1,False,59,324,2019,1,NA,False,False,3,False,False,0,1
1116,zhouyang_shen,1128047893846343680,"PHD student in Cell Biology/Biophysics, interest in Deep Learning/Computer Vision in biology",NA,False,3,50,2019,4,NA,False,False,1,False,False,0,1
1117,ismailah28,1827365544,Team Islam | A Husband & Father | Analytical & Coordination Officer @ @kadunaelectric | Data Scientist | Programmer | ♥ JS & addicted to Python,NA,False,178,218,2013,323,NA,True,False,1161,False,False,0,1
1118,VladimirLarass,970257466788405248,I am a king.👑 I do not need to make too much effort to succeed🔥🔥❤@nyomatechnologi,1,False,51,537,2018,2979,NA,True,False,331,False,False,0,1
1119,machinelearnflx,4820804277,"Everything about #MachineLearning, #DeepLearning  #AI  #Bigdata  #Analytics #DataMining, #DataScience",NA,False,67327,57644,2016,119,NA,False,False,388549,False,False,0,1
1120,IndabaxSudan,1128649368133873664,locally-organized Indaba conference📚 in #machineleaerning & #ArtificialIntelligence in #Sudan. it exists to celebrate and strengthen machine learning in #Africa,1,False,9,45,2019,5,NA,False,False,3,False,False,0,1
1121,TechNoSaveMe,731157931,"Technically Sane | Dramatically Right | Politically Left | Musically Psychedelic | Pragmatic Altruist | Photo-Noob | Madly বাঙালি। 
इंक़लाब ज़िन्दाबाद ।",NA,False,21,323,2012,28,NA,False,False,11,False,False,0,1
1122,cuikaiwen,1128794982796668929,Computer Science and Engineering @ Polytechnic University of Milan. Undergrad EXP 21'. Part-time AI researcher. Not your ordinary Chen. He/him.,1,False,43,867,2019,256,NA,False,False,25,False,False,0,1
1123,thesastry,958331252607565826,Science & Technology | #starkforlife | Tesla and SpaceX fan |,NA,False,14,161,2018,945,NA,True,False,133,False,False,0,1
1124,m_maazuddin,943572166242635777,"BS.CS Student, Programmer.",NA,False,12,197,2017,173,NA,False,False,4,False,False,0,1
1125,teammokaml,1129342188566003712,"MokaML is a AI platform for Data Scientists. Simple, Efficient and Flexible. Allows to experiment, collaborate & deploy. #MokaML",1,False,19,114,2019,3,NA,False,False,44,False,False,1,1
1126,AmbarishGK1,1129425699305996290,"Hardcore Engineer! Hope to contribute to AI, but still a ML and DL ""noob"". Anything techy or code-y? I'll listen. You've got to be more direct to me",NA,False,3,41,2019,6,NA,False,False,13,False,False,0,1
1127,hirazhira,834124489126510592,"Frontend web developer....strive to build something awesome... Love coding...#webdevelopment #coding",1,False,86,259,2017,674,NA,False,False,318,False,False,0,1
1128,JWangSemantic,944026033749049344,Conduct research in digital engineering and asset management,NA,False,4,29,2017,0,NA,False,False,1,False,False,0,1
1129,RobotPoet54,4698880182,"Working on: Applied machine intelligence, and being an engaged, informed, and politically active citizen.",NA,False,198,381,2016,15789,NA,False,False,8368,False,False,1,1
1130,jidaw,35428264,#DigitalDevelopment Advocate. Advise. Push. #DigitalInclusion .Public Policy Consultant. Tech matters but it's always about people https://t.co/45wvam9ZN8,1,False,2383,948,2009,1576,NA,False,False,1744,False,False,0,1
1131,AzumaO_en,1045238079882059776,"♡→ CS, Programming, GraphicDesign, Typography| 📚→ JavaScript, Lisp dialect, Clojure, C, C++, 🖥 Basics| ja ➜@AzumaO_jp /he,him",NA,False,34,254,2018,80,NA,False,False,147,False,False,0,1
1132,Ivyrings,280824900,Technologist and artist,NA,False,45,539,2011,7,NA,True,False,14,False,False,0,1
1133,Shimm47765288,1131182178073743360,The art of artificial intelligence,NA,False,6,47,2019,15,NA,False,False,2,False,False,1,1
1134,AznResearch,1516772761,"Evolution through Innovation.   Harnessing the power of emerging, disruptive technologies. #evolutionthroughinnovation",1,False,430,125,2013,19,NA,True,False,52,False,False,0,1
1135,vinayakumarvs,162795248,"No regrets in Life, every hurdle is a life lesson. RT # Endorsement",NA,False,544,1491,2010,15934,NA,True,False,31849,False,False,0,1
1136,GirdharDipansh,732463090059468800,Professional Badminton Player | Computer Science Engineering Undergraduate,NA,False,6,92,2016,5,NA,False,False,18,False,False,0,1
1137,cody_eb,1132634955148922880,"Field technician, novice software developer, college student, married father of 3. Enjoy writing code, playing chess, reading, and low-level lockpicking",NA,False,17,85,2019,12,NA,False,False,18,False,False,0,1
1138,KazumaMoriEng,1133232042827603968,"English account of @kazumamori_py

Machine learning solutions architect, specialized in digital marketing. #MachineLearning #DigitalMarketing #ML #GCP",1,False,5,21,2019,5,NA,False,False,2,False,False,0,1
1139,zvclav,1133665930234552320,Data Science Geek at Everis,NA,False,4,78,2019,3,NA,False,False,1,False,False,0,1
1140,I2MLab,1133754057716375553,"Stevens Institute of Technology, Founder of I2M, Lean Six Sigma, The leadership Challenge, DDI, PROCI, InsideOut Coaching, Project Management, Ed. Leadership.",NA,False,8,97,2019,2,NA,False,False,3,False,False,0,1
1141,miammiel,338078389,"Crazy Engineer, coder, and music lover👻",NA,False,100,192,2011,1836,NA,True,False,2222,False,False,0,1
1142,rmreddy20,74657584,"Entrepreneur. Tech guy,Knowing unknown is my hobby. Founder @ideaburns. AI enthusiastic®️",1,False,83,408,2009,186,NA,True,False,216,False,False,0,1
1143,rafaelm7102,3390343469,software engineer student.,NA,False,72,1416,2015,321,NA,False,False,71,False,False,0,1
1144,farid_ghm,824486596313505792,Phd student at @universityofga ، @cs_uga USA,NA,False,16,208,2017,29,NA,False,False,10,False,False,0,1
1145,gamesetmatch07,1135246117774356480,AI enthusiast | INTJ | Tennis Player | Atheist | CS undergrad @ TCD’21 🇮🇪,1,False,23,309,2019,511,NA,False,False,26,False,False,1,1
1146,tlicui,1198616064,"Adventurer, run- climb- cycl - hiking junkie, bibliophile, eternal learner and PM in Photonics. My opinions are my own and only mine.",1,False,149,435,2013,947,NA,True,False,413,False,False,0,1
1147,_MsMaya,3253510950,"Under adventurous exploration and experimental construction, hence out of order |Notes to self|Coder|",NA,False,180,1605,2015,2269,NA,True,False,1831,False,False,0,1
1148,tarikguelzim,76802360,"Solutions Architect and Researcher

#ArtificialIntelligence #DeepLearning #MachineLearning #Blockchain #IoT #Biometrics #ComputerVision #Cloud",1,False,132,698,2009,9,NA,False,False,787,False,False,0,1
1149,_patriciajb,1137327150544166912,"IST PhD Biomedical Engineering student

#EmotionRecognition #MachineLearning #ArtificialIntelligence",NA,False,16,195,2019,24,NA,False,False,2,False,False,0,1
1150,prineyglad,1044218282511937541,Tech Enthusiast👩‍💻 || Mobile-Web developer || Entrepreneur(Hair Vendor)👩‍ || Python DL || WTMmember || Iamremarkable || Funaabite. IG Bizpage @prineygladhair,1,False,267,1009,2018,1446,NA,True,False,517,False,False,0,1
1151,_arpit_bhushan_,3166368950,Electrical Engineer,1,False,34,45,2015,336,NA,True,False,94,False,False,0,1
1152,ankan_dutta_er,3236227405,Data Scientist,1,False,15,52,2015,2,NA,False,False,15,False,False,0,1
1153,nyangadoabou1,961923020532088832,Computer Scientist | Junior Data Scientist | Machine Learning Expert,NA,False,25,220,2018,228,NA,False,False,228,False,False,1,1
1154,syntax_mburu,738572150,Kenyan 🇰🇪....Daddy...lover of life....Computer Scientists by training.,NA,False,209,1132,2012,313,NA,True,False,129,False,False,0,1
1155,Jopenshove,943302661075431425,"Huge fan of @elonmusk and @tesla, @spacex
#machinelearning #ai",NA,False,224,1077,2017,1110,NA,False,False,185,False,False,1,1
1156,El_Mito,61054394,"Data Scientist- Artificial Intelligence- Science more Science-  G-d Follower 'The Spirit of the LORD spake by me, and his word was in my tongue' King David",NA,False,538,197,2009,1715,NA,False,False,5796,False,False,0,1
1157,Dale_Adkins,1079881669,Perpetually curious.  Data scientist.  Business analyst  + intelligencer.  My greatest passion is helping people by applying innovative technology + analytics.,NA,False,66,658,2013,0,NA,False,False,1,False,False,0,1
1158,SarvinValifar,1138778060709335042,,NA,False,30,100,2019,129,NA,False,False,17,False,False,1,1
1159,Sriramya_SAS,1046256711244414978,Data science enthusiast & Digital marketing strategist #startup #women #entrepreneur,NA,False,47,196,2018,56,NA,False,False,34,False,False,1,1
1160,xscalar,284521416,Logic Technology,1,False,6,75,2011,16,NA,False,False,12,False,False,0,1
1161,sasisusesonansu,2916445666,python でchainer 使って機械学習やってます。本業はgeophysicistで地球科学を勉強してました。東北大理系院卒,1,False,830,1061,2014,9,NA,False,False,39,False,False,0,1
1162,sistematologica,990337275182624769,"C++, C#, Java, Python, MS VBA, Graphic Edition, Machine Learning",1,False,40,644,2018,99,NA,False,False,113,False,False,1,1
1163,Anko1418,3188793404,Self learning is the key to excellence,NA,False,39,224,2015,3483,NA,False,False,534,False,False,0,1
1164,iRonB25,554894054,Bioinformatics. Scorpio vs Cancer.,1,False,49,1482,2012,842,NA,False,False,151,False,False,0,1
1165,TheDuke1993X,1007794776400384000,"Knows nothing about Data Science, Deep Learning, Machine Learning and Statistics",NA,False,7,165,2018,394,NA,False,False,108,False,False,0,1
1166,Abdullah_mrajab,2896640286,"University of Bahrain (Bs software engineering ) machine learning engineer💪 , 
pyhton , Django , java   💡",NA,False,177,886,2014,1754,NA,False,False,3197,False,False,0,1
1167,ajay_sngh,95200832,Software Architect by Profession..दिल से हिन्दुस्तानी ..Not from any 'Wing'..Because I can't fly..;) #ModiForPM was the Best choice for 2014....and is for 2019,NA,False,132,115,2009,16592,NA,False,False,16110,False,False,0,1
1168,rishabh16_,877763988389363715,18yo • ML Research Student 👨🏻‍💻 • Deep RL Enthusiast 🤖 • Journalist 📑 • Co-founder and Engineering @MLBlocksHQ 🎉 • Love checking my 📥 frequently,1,False,137,344,2017,5598,NA,True,False,836,False,False,0,1
1169,jestinjoy,14284282,"Free Software supporter and geek. Interested in computers, politics and current affairs. Now in academic field",1,False,440,942,2008,238,NA,True,False,2457,False,False,0,1
1170,FerroRodolfo,3007552940,💖 @Sara1Yo · ƒ[💻] Computer-mathemagician · 🚀 #FutureLab co-founder · 👨🏻‍💻 #OpenData @lableon_ · 🚩 @GitHub Campus Expert · 🔬 @ClubesCienciaMx · 🐍 Python,NA,False,1600,1100,2015,9679,NA,True,False,4867,False,False,0,1
1171,elhussieny_h,3827309952,Ph.D. in Mechatronics and Robotics Engineering. #softRobotic,NA,False,52,363,2015,3365,NA,True,False,1449,False,False,0,1
1172,iamsiddhantsahu,1634989292,20 // Computer Vision and Deep Learning enthusiast | Hobbyist photographer specializing in High-Mag. Macro,1,False,236,759,2013,17524,NA,False,False,1218,False,False,0,1
1173,f_guitart,599362334,imagination2code alpha release,1,False,79,324,2012,1287,NA,False,False,568,False,False,0,1
1174,J_P_Raymond,565702875,"Data scientist (ML, DL, CV, NLP, NLU, ...) @Shutterstock. I race karts and play cards whenever I can afford it ;)",NA,False,214,1710,2012,728,NA,True,False,5670,False,False,1,1
1175,irfnali1,4887296745,Research Fellow in Data Science at @Uni_of_Essex and @prfsn. Theoretical physicist by training. Views are my own and not those of my employers.,NA,False,82,1165,2016,2527,NA,False,False,17,False,False,0,1
1176,amitness,1079346021799546880,"Versatilist. Data Scientist @codefornepal, ML Engineer @fusemachines",1,False,148,1323,2018,62,NA,False,False,225,False,False,0,1
1177,CorporativeLaw,844258398451515392,CEO gerald garcia / Chatbot con Inteligencia Artificial para registro de marca ante IMPI / La abogacía del futuro en un click / gerald@businessadvocacy.com.mx,1,False,503,1133,2017,3795,NA,True,False,13374,False,False,0,1
1178,argunman,3410842864,Software architecture and investing. Follows only the wise and goods...,NA,False,71,1306,2015,5526,NA,False,False,2,False,False,0,1
1179,iHrishi_mane,845877541789483009,"Data Science | Machine Learning | Deep learning 

TensorFlow always comes to rescue.




Omae wa mou shindeiru",1,False,179,365,2017,3900,NA,False,False,462,False,False,0,1
1180,SamanoCedillo,393107686,#Trance #TarnceFamily #ASOT #FSOE #Xamarin #Developer #dotnet,1,False,139,968,2011,4385,NA,True,False,1360,False,False,0,1
1181,sansh_AI,1141201036238921728,"Developer .Machine Learning , Deep Learning enthusiastic.Traveller",NA,False,7,114,2019,10,NA,False,False,5,False,False,0,1
1182,MingyaoLi1,1142531792135524357,Professor of Biostatistics at @Penn using computational tools to discover the mystery of life and cure human disease | single-cell biology | stat genomics,1,False,145,223,2019,100,NA,False,False,16,False,False,0,1
1183,SergioSV96,750230124,"Software Engineering student, space and technology enthusiast 👨🏻‍🎓🖥️📚🚀, Shows and Movies lover 🎟️🎥🎬, Atlético de Madrid 🔴⚪🏧, 22y/o.",1,False,384,1390,2012,13778,NA,True,False,15756,False,False,0,1
1184,tosinloluwa,42596070,"AI/ML Developer @iQuickhelp, Creative Team Lead @sylmultimedia, Big dreamer, Non-soccer lover, wish I didn't have to code, but loving it.",NA,False,241,670,2009,839,NA,False,False,850,False,False,0,1
1185,GangulyShreyan,1143227651768741891,I tend to take help from an artificial computation source for almost every work i do!,NA,False,8,73,2019,13,NA,False,False,3,False,False,0,1
1186,FHaouari,594855914,"Bachelor in Computer Science, Master in Computing, PhD in Computer Science Student, Qatar University.",NA,False,63,326,2012,2263,NA,True,False,383,False,False,0,1
1187,isne0,555757152,"iOS, macOS, iPadOS, swift, python, verilog, tensorflow/lite, long time unix fan.  digital ic designer by day.",NA,False,16,64,2012,7,NA,False,False,9,False,False,0,1
1188,boryskoretskyi,748652905960460288,"JS dev at @MyDataModels, clean code adept",NA,False,27,71,2016,733,NA,False,False,606,False,False,0,1
1189,Sophia50ans,1069598406073552896,"En 2019, la technopole Sophia Antipolis fête ses 50 ans ! #SophiaAntipolis #Sophia50",1,False,649,673,2018,554,NA,True,False,1253,False,False,0,1
1190,PascalScv,1080450194,"Directeur agence @shakebiz Marketing digital, designer interactif #creativity #design #motiondesign #innovation #digital #medias #socialmedia #bigdata #IA",1,False,1419,1394,2013,363,NA,False,False,635,False,False,0,1
1191,ritaalino,1017026556,Co-founder @Shakebiz - Digital Project Manager #Creativity #Marketing #Socialmedia #Innovation #ContentMarketing #Data #IA #BrandContent • Alfacinha,1,False,325,415,2012,522,NA,False,False,524,False,False,0,1
1192,inria_sophia,468193759,Centre de #recherche @Inria #maths  #informatique sciences du #numérique au cœur de l'écosystème d'#innovation #IA  #CotedAzur   #SophiaAntipolis #Montpellier,1,False,2347,509,2012,2081,NA,False,False,4600,False,False,0,1
1193,DavidSimplot,588226036,Directeur du centre de recherche @Inria Sophia Antipolis - Méditerranée @Inria_Sophia :: chercheur en #sciencesdunumérique,1,False,2507,959,2012,2649,NA,True,False,4465,False,False,0,1
1194,Pole_SCS,257033956,"The SCS Cluster brings together more than 320 members in Microelectronics, Digital Security, IoT and AI/Big Data.",NA,False,2953,1450,2011,7640,NA,True,False,6872,False,False,0,1
1195,gaelthomas_,4503155494,Developer 👨‍💻 -  Mentor at @OpenClassrooms 🎙️  - I write some articles on @freeCodeCamp ⌨️ - Created #StepIntoCode 💻,1,False,484,178,2015,209,NA,False,False,26,False,False,0,1
1196,JSforBreakfast,1077959539281063936,"Teacher, translator, student, code newbie, lifelong learner, and technology enthusiast passionate about languages, culture, education, and software development.",1,False,792,4360,2018,498,NA,False,False,57,False,False,1,1
1197,lebocal_academy,1038101921486254080,La start-up qui t'apprend à coder 🚀 • Formation Développeur Web / Web Mobile sur la #CotedAzur 😎🌞🌴 • Fb/Insta : https://t.co/MsV41ITQlf,1,False,260,839,2018,1437,NA,False,False,335,False,False,0,1
1198,LabHumanChange,4125676516,Réflechir le numérique pour développer l'humain // #edtech #DigitalLearning #transfodigitale #DigitalRH @lecnam // Géré par @ceciledej @netgoldfish,1,False,853,469,2015,151,NA,False,False,1711,False,False,0,1
1199,SynchroNext,1269597444,"Synchronext combines #AI (#semantic #Web, #NLP and #MachineLearning) with #medical #data to prevent hospitalization by using predictive analytics",1,False,346,234,2013,872,NA,True,False,486,False,False,0,1
1200,fekudelka,2931942113,"@SynchroNext  #HealthTech #AI
@Cluster_IA #AI #FrenchRiviera
@ArsLegendi06 #EdTech",1,False,371,244,2014,589,NA,True,False,562,False,False,0,1
1201,coexel,135830446,De la #Veille à l'#Analyse @Coexel votre partenaire #Data en #VeilleStratégique #VeilleConcurrentielle  #IE #Innovation  ➡️#Mytwip outil de veille personnalisé,1,False,729,1852,2010,3534,NA,False,False,2136,False,False,1,1
1202,DeepLearn007,841437061,#ArtificialIntelligence #MachineLearning #DeepLearning #fintech #Bigdata #Marketing #Robotics #IoT #DL #ML #tech #AI #HealthTech #Insurtech #5G Imtiaz Adam,1,False,126696,122695,2012,45069,NA,False,False,30162,False,False,0,1
1203,AndreRetterath,941074484253032448,"Engineer turned #VC @EarlybirdVC | Educated @TU_Muenchen @Cambridge_Uni @Harvard | Deep interest in #AI, #ML, #Data, #DevTech & #EnterpriseTech",1,False,1529,1030,2017,210,NA,False,False,143,False,False,0,1
1204,hugosoftware,1042482553482035200,"Basé sur le #AI, Hugo est votre assistant intelligent pour automatiser les transformations de vos #data #Excel #ETLtools  #startup #ecommerce #tech #nocode",1,False,91,366,2018,21,NA,False,False,50,False,False,0,1
1205,jrpolrot,4415431827,"chez @mydatamodels, mes sujets : #bigdata, #sambo, #tourism. Mes propos n'engagent que moi.",NA,False,9,28,2015,25,NA,False,False,176,False,False,0,1
1206,sebastienrene,459985257,"Father, husband, mountain biker & software architect working at @AtosFR, Atos Expert Community",NA,False,135,592,2012,1438,NA,False,False,626,False,False,0,1
1207,B2botNet,806863941733404672,https://t.co/J3exFI1na4 Computer vision,1,False,58,141,2016,215,NA,True,False,81,False,False,0,1
1208,SandraBocciolin,270831899,"Fondatrice Dig-IT - Ingénierie en Formation Technologiques, Advanced Services, Event IT #FormationIT #FormationCisco #Cisco",1,False,1330,1291,2011,4845,NA,True,False,8681,False,False,0,1
1209,GhaliTemsamani,4133752702,"Le changement positif, c'est la vision qui nourrit la créativité et devient innovation.  #startup #strategy #disruption #digital #data #AI #IA #innovation",NA,False,3391,3819,2015,667,NA,True,False,280,False,False,1,1
